id,chapter,section,page_number,content,keywords,medical_category,age_group,created_at,updated_at
162,Chapter Unknown,General,8200,"• Routinely screen sexually active adolescent and young adult
MSM at least annually regardless of condom use. More frequent
screening (i.e., at 3-­ to 6-­mo intervals) is indicated for MSM who
have multiple or anonymous partners or who have sex with illicit
drug use.
SYPHILIS
• Syphilis screening should be offered to sexually active adolescents
reporting risk factors, including MSM.
• Routinely screen sexually active adolescent and young adult
MSM at least annually regardless of condom use. More frequent
screening (i.e., at 3-­ to 6-­mo intervals) is indicated for MSM who
have multiple or anonymous partners or who have sex with illicit
drug use.
• Screen women at 1st prenatal visit, at 28 weeks, at delivery if at
greater behavioral risk.
• Screen asymptomatic women who may have increased behavioral
vulnerability (history of incarceration, transactional sex, higher rate
in community).
• Providers should consult with their local health department
regarding local syphilis prevalence and associated risk factors that
are associated with syphilis acquisition.
HEPATITIS B VIRUS
• All MSM should be screened with HBsAg, HBV core antibody, and
HBV surface antibody.
• Vaccination against both HAV and HBV is recommended for
all MSM when a previous infection or vaccination cannot be
documented.
HEPATITIS C VIRUS AND UNIVERSAL HEPATITIS C SCREENING
• The CDC recommends hepatitis C screening at least once in
a lifetime for all adults age 18 yr and older, except in settings
where the prevalence of HCV infection (HCV RNA positivity) is
<0.1%.
• Hepatitis C screening for all pregnant women during each
pregnancy, except in settings where the prevalence of HCV
infection (HCV RNA positivity) is less than 0.1%.
• Screening adolescents younger than 18 yr old for HCV who report
risk factors, that is, injection drug use, receipt of an unregulated
tattoo, received blood products or organ donation before 1992,
received clotting factor concentrates before 1987, or long-­term
hemodialysis.
• Given the high HCV prevalence among young injection drug users,
screening should be strongly considered.
• All people living with HIV should be screened during the initial HIV
evaluations and at least annually thereafter.
• Screening should be performed using HCV antibody assays
followed by HCV RNA testing for those with a positive antibody
test.
• Routine screening of adolescents and young adults who are
asymptomatic for certain STIs (i.e., syphilis, trichomoniasis, BBV,
HSV, HAV, and HB) is not typically recommended.",infection|adolescent|hepatitis,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
163,Chapter Unknown,General,8250,"express discharge by applying gentle pressure to the urethra from the
base distally to the meatus 3-­4 times. Chlamydia trachomatis and N.
gonorrhoeae are the most commonly identified pathogens. Mycoplasma
genitalium has been associated with urethritis, but data supporting
Ureaplasma urealyticum have been inconsistent. Trichomonas vaginalis can cause nongonococcal urethritis (NGU), but the prevalence
varies. HSV-­1, HSV-­2, and Epstein-­Barr virus (EBV) are also potential
urethritis pathogens in some cases. Sensitive diagnostic C. trachomatis
and N. gonorrhoeae tests are available for the evaluation of urethritis.
However, other pathogens can be considered when NGU is not responsive to treatment. Noninfectious causes of urethritis include urethral
trauma or foreign body. Unlike in females, urinary tract infections
(UTIs) are rare in males who have no genitourinary medical history.",urethritis|treatment|infection,Urology,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
164,Chapter Unknown,General,8300,"u Sexually Transmitted Infections
a multiorganism etiology, including pathogens such as anaerobes, G.
vaginalis, Haemophilus influenzae, enteric gram-­negative rods, and
Streptococcus agalactiae. In addition, cytomegalovirus, Mycoplasma
hominis, U. urealyticum, and M. genitalium may be associated with
PID. PID (tuboovarian abscess) has rarely been reported in virgins and
is usually caused by E. coli and associated in some patients with obesity
and possible pooling of urine in the vagina.
PID is difficult to diagnose because of the wide variation in symptoms and signs. Many females with PID have subtle or mild symptoms,
resulting in many unrecognized cases. Healthcare providers should
consider the possibility of PID in young, sexually active females presenting with vaginal discharge or abdominal pain.
The clinical diagnosis of PID is based on the presence of at least one
of the minimal criteria, either cervical motion tenderness, uterine tenderness, or adnexal tenderness, to increase the diagnostic sensitivity
and reduce the likelihood of missed or delayed diagnosis. Providers
should also consider that adolescents are the population in whom PID
is typically diagnosed and thus should have a low threshold for initiating empirical treatment. In addition, the majority of females with
PID have either mucopurulent cervical discharge or evidence of white
blood cells (WBCs) on a microscopic evaluation of a vaginal fluid–
saline preparation. If the cervical discharge appears normal and no
WBCs are observed on the wet prep of vaginal fluid, the diagnosis of
PID is unlikely, and alternative causes of pain should be investigated.
Specific, but not always practical, criteria for PID include evidence of
endometritis on biopsy, transvaginal sonography or MRI evidence of
thickened, fluid-­filled tubes, or Doppler evidence of tubal hyperemia
or laparoscopic evidence of PID.",symptoms|endometritis|adolescent|treatment|diagnosis|infection|hyperemia,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
165,Chapter Unknown,General,8350,"Among men who have sex with men (MSM), both Chlamydia and the
gonococcus can cause enteric (colitis, proctitis) symptoms. In addition,
infections with enteric pathogens (Shigella, Campylobacter, Ameba)
have been noted.",symptoms|colitis|infection|proctitis,Infectious Diseases,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
166,Chapter Unknown,General,8400,"Although there are rare urogenital tract cases of meningococcal infections with heterosexual intercourse (similar to gonococcus), men
who have sex (particularly oral sex) with men are at increased risk",infection,Infectious Diseases,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
167,Chapter 301,"and are unrelated to sexual activity. The lesions are 0.5-­2.5 cm in size,",8450,") or EBV (see Chapter 301). Acute genital ulcers often follow a flu or mononucleosis-­like illness in an immunocompetent person
and are unrelated to sexual activity. The lesions are 0.5-­2.5 cm in size,
bilateral, symmetric, multiple, painful, and necrotic and are associated
with inguinal lymphadenopathy. This primary infection is also associated with fever and malaise. The diagnosis may require EBV titers or
polymerase chain reaction (PCR) testing. Treatment is supportive care,
including pain management.",mononucleosis|treatment|diagnosis|infection,Infectious Diseases,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
168,Chapter 313,Genital HPV types are classified according to their association with,8500,"Lesions that present as outgrowths on the surface of the epithelium
and other limited epidermal lesions are included under this categorization of syndromes. HPV can cause genital warts and genital-­
cervical abnormalities that can lead to cancer (see Chapter 313).
Genital HPV types are classified according to their association with
cancer. Infections with low-­risk types, such as HPV types 6 and 11,
can cause benign or low-­grade changes in cells of the cervix, genital warts, and recurrent respiratory papillomatosis. High-­risk HPV
types can cause cervical, anal, vulvar, vaginal, head, and neck cancers. High-­risk HPV types 16 and 18 are detected in approximately",infection|papillomatosis|growth|syndrome,Growth and Development,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
169,Chapter 709,General,8550,"70% of cervical cancers. Persistent infection increases the risk of
cervical cancer. Molluscum contagiosum and condyloma latum
associated with secondary syphilis complete the classification of
genital lesion syndromes.
As a result of the close physical contact during sexual contact, common ectoparasitic infestations of the pubic area occur as pediculosis
pubis or the papular lesions of scabies (see Chapter 709.2).",infection|pediculosis|syndrome,Infectious Diseases,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
170,Chapter Unknown,General,8600,"u Sexually Transmitted Infections
When eliciting a sexual health history, discussions should be appropriate for the patient’s developmental level. In addition to questions
regarding vaginal or urethral discharge, genital lesions, and lower
abdominal pain among females, one should ask about prior treatment
of any STI symptoms, including self-­treatment using nonprescription
medications. Dyspareunia is a consistent symptom in adolescents with
PID. Providers must ask about oral or anal sexual activity to determine
sites for specimen collection.
Urethritis should be objectively documented by evidence of inflammation or infectious etiology. Patient complaint without objective
clinical or laboratory evidence does not fulfill diagnostic criteria.
Inflammation can be documented by (1) observing urethral mucopurulent discharge, (2) ≥2 WBCs per high-­power field on microscopic
examination of Gram stain urethral secretions, (3) urine microscopic
findings of ≥10 WBCs per high-­power field of first-­void urine specimen, or (4) a positive urine leukocyte esterase test of a first-­void
specimen. Laboratory evaluation is essential to identify the involved
pathogens to determine treatment, partner notification, and disease
control. C. trachomatis and N. gonorrhoeae NAATs of a urine specimen
are recommended. The presence of gram-­negative intracellular diplococci on microscopy obtained from a male urethral specimen confirms
the diagnosis of gonococcal urethritis.
An essential component of the diagnostic evaluation of vaginal,
cervical, or urethral discharge is a chlamydia and gonorrhea NAAT.
NAATs are the most sensitive tests available in such cases and are
licensed for use with urine, urethral, vaginal, and cervical specimens.
Many of the chlamydia NAATs are approved by the U.S. Food and
Drug Administration (FDA) to test patient-­collected vaginal swabs
in the clinical setting and liquid cytology specimens. Female vaginal
swab specimens and male first-­void urine are considered the optimal
specimen types. Female urine remains an acceptable chlamydia and
Saline: 40X objective",symptoms|urethritis|treatment|diagnosis|medication|infection|adolescent|inflammation|disease|development,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
171,Chapter Unknown,General,8650,"gonorrhea NAAT specimen, but it may have slightly reduced performance when compared with cervical or vaginal swab specimens. Urine
is the recommended specimen for male urethral infection. Gonorrhea and chlamydia NAATs perform well on rectal and oropharyngeal
specimens and can be performed by clinical laboratories that have
completed the appropriate verification studies to obtain Clinical Laboratory Improvement Amendments (CLIA) approval.
Evaluation of adolescent females with vaginitis includes laboratory
data. Traditionally, the cause of vaginal symptoms was determined by
pH and microscopic examination of the discharge. However, CLIA-­
waived point-­of-­care vaginitis tests are available. Using pH paper,
an elevated pH (i.e., >4.5) is common with bacterial vaginosis and
trichomoniasis. Because pH testing is not highly specific, discharge
should be further examined. For microscopic exam, a slide can be
made with the discharge diluted in 1-­2 drops of 0.9% normal saline
solution and another slide with discharge diluted in 10% KOH solution. Examining the saline specimen slide under a microscope may
reveal motile or dead T. vaginalis or clue cells (epithelial cells with
borders obscured by small bacteria), which are characteristic of bacterial vaginosis. WBCs without evidence of trichomonads or yeast
are usually suggestive of cervicitis. This evaluation has been consistently shown to be highly subjective, which is why there are more
NAAT tests available for diagnosis. The yeast or pseudohyphae of
Candida species are more easily identified in the KOH specimen
(Fig. 163.8). The sensitivity of microscopy is approximately 50%
and requires immediate evaluation of the slide for optimal results.
Therefore lack of findings does not eliminate the possibility of infection. More sensitive point-­of-­care vaginitis tests include the OSOM
Trichomonas Rapid Test (Sekisui Diagnostics, Lexington, MA), an
immunochromatographic capillary flow dipstick technology with
reported 83% sensitivity. The OSOM BVBLUE Test (Sekisui) detects
Saline: 40X objective",symptoms|vaginitis|vaginosis|infection|diagnosis|adolescent|cervicitis,Adolescent Medicine,Adolescent,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
172,Chapter Unknown,General,8700,"Downloaded for mohamed ahmed (dr.mms2020@gmail.com) at University of Southern California from ClinicalKey.com by Elsevier on
April 21, 2024. For personal use only. No other uses without permission. Copyright ©2024. Elsevier Inc. All rights reserved.",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
173,Chapter Unknown,General,8750,"Fig. 163.9 Centers for Disease Control and Prevention (CDC)–recommended algorithm for reverse-­sequence syphilis screening: Treponemal test screening followed by nontreponemal test confirmation. *The supplemental treponemal test should use a unique platform and/or antigen different from the first
treponemal test. (From Association of Public Health Laboratories. Suggested Reporting Language for Syphilis Serological Testing. Association of Public
Health Laboratories August 2020 https://www.aphl.org/programs/infectious_disease/std/Documents/ID-2020Aug-Syphilis-Reporting-Language.pdf.)",disease,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
174,Chapter Unknown,General,8800,"Ceftriaxone 500 mg IM in a single dose
for persons weighing <150 kg
If chlamydial infection has not been
excluded, treat for chlamydia with
doxycycline 100 mg orally 2×/day for
7 days
For person weighing >150 kg, ceftriaxone
1g should be administered",infection,Infectious Diseases,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
175,Chapter Unknown,General,8850,"Penicillin allergy: Doxycycline 100 mg orally twice daily for 14 days or
tetracycline 500 mg orally 4 times daily for 14 days; limited data suggest
ceftriaxone 1-­2 g daily either IM or IV for 10-­14 days
OR
Azithromycin 2 g orally in a single dose has been effective, but treatment
failures have been documented
Continued",treatment,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
176,Chapter Unknown,General,8900,"Patient applied:
Imiquimod 3.75–5% cream self-­applied to warts at bedtime nightly
for up to 16 wk; wash off after 6-­10 hr
OR
Podofilox 0.5% solution or gel self-­applied to warts twice daily for
3 consecutive days each wk followed by 4 days of no therapy.
May be repeated for up to four cycles.
OR
Sinecatechins 15% ointment self-­applied 3 times daily for up to 16
wk. Do not wash off after use, and avoid genital, anal, and oral
sexual contact while ointment is on skin.
Provider-­administered:
Cryotherapy with liquid nitrogen or cryoprobe. Repeat
applications every 1-­2 wk.
OR
Surgical removal either by tangential scissor excision,
electrocautery, tangential shave excision, curettage, laser or
electrosurgery.
OR
Trichloroacetic acid (TCA) or bichloracetic acid (BCA) 80–90%;
small amount applied only to warts and allowed to dry, when
white “frosting” develops; can be repeated weekly.",therapy,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
177,Chapter Unknown,General,8950,"Cryotherapy with liquid nitrogen; avoid cryoprobe use because of
risk for vaginal perforation and fistula formation.
OR
Surgical removal
OR
TCA or BCA 80–90%; small amount applied only to warts and
allowed to dry, when white “frosting” develops; can be repeated
weekly.",therapy,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
178,Chapter Unknown,General,9000,"Cryotherapy with liquid nitrogen
OR
Surgical removal
OR
TCA or BCA 80–90% applied to warts. A small amount should be
applied only to warts and allowed to dry, at which time a white
“frosting” develops. Can be repeated weekly.",therapy,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
179,Chapter Unknown,General,9050,"Allergy and the
Immunologic Basis
of Atopic Disease
Cezmi A. Akdis and Scott H. Sicherer
Allergic or atopic patients have an altered state of reactivity to common
environmental and food antigens that do not cause clinical reactions in
unaffected people. Patients with clinical allergy usually produce immunoglobulin E (IgE) antibodies to the antigens that trigger their illness.
The term allergy represents the clinical expression of IgE-­mediated
allergic diseases that have a familial predisposition and that manifest as
hyperresponsiveness in target organs such as the lung, skin, gastrointestinal (GI) tract, and nose. The significant increase in the prevalence
of allergic diseases in the last few decades is attributed to changes in
environmental factors such as exposure to tobacco smoke, air pollution, indoor and outdoor allergens, respiratory viruses, obesity, and
perhaps a decline in certain infectious diseases (hygiene hypothesis).
The incidence of allergic asthma and atopic dermatitis started to
grow to epidemic proportions after the 1960s. Since 2000, the prevalence of food allergy, eosinophilic esophagitis, and drug-­induced anaphylaxis has also risen to epidemic proportions. Currently more than
1 billion patients worldwide are expected to have at least one kind of
allergic disease. The hygiene hypothesis, biodiversity hypothesis and
epithelial barrier hypothesis are the three main hypotheses that propose mechanisms for the development of allergic diseases.",esophagitis|disease|dermatitis|development,Growth and Development,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
180,Chapter Unknown,General,9100,"The relatively recent onset of the epidemics of allergic, autoimmune, and
metabolic conditions leads to the question of what might underlie their
development. A prominent hypothesis is the hygiene hypothesis, which
proposes that certain microorganisms or infections protect against
inflammatory diseases, and that their loss, due to hygiene measures,
results in an increase in allergy, asthma, and autoimmunity. Growing up
on a traditional farm has a protective effect from asthma and allergies,
which provides a prominent example of the hygiene hypothesis. Children in Amish communities in the United States, where traditional dairy
farming is practiced, are highly protected from asthma and allergies. In
contrast, Hutterite communities have a significantly higher prevalence of
asthma and allergies in children. Interestingly, they practice industrialized farming with extensive cleaning measures. Early development of a
T-­helper type 1 (Th1) response together with T-­regulatory cell (Treg)
response were proposed to play a role in prevention of allergic diseases.",infection|disease|child|development,Growth and Development,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
181,Chapter Unknown,General,9150,"Allergic diseases are associated with a microbiome with increased colonization of opportunistic pathogens. The biodiversity hypothesis states that
the observed increase in allergies is due to a loss of symbiotic relationships
with bacteria and dysbiosis caused by changes in the microbiome of the
gut, skin, and respiratory system. Healthy microbiota on the surface of the
mucosal barrier regulates many aspects of epithelial barrier homeostasis,
such as the modulation of barrier permeability and expression of epithelial barrier molecules, angiogenesis, vascular permeability, local microinflammation, and mucosal tolerance. Young children at risk of developing",inflammation|disease|child|dysbiosis,Infectious Diseases,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
182,Chapter Unknown,General,9200,"of the ability of Th1 cytokines to activate phagocytes and promote the
production of opsonizing and complement-­fixing antibodies. The Th1
component of allergen-­specific immune response contributes to chronicity and the effector phase in allergic disease. Activation and apoptosis of epithelial cells induced by Th1 cell–secreted interferon-­γ (IFN-­γ),
tumor necrosis factor (TNF)-­α, and Fas-­ligand constitute an essential
pathogenetic event for the formation of eczematous lesions in atopic
dermatitis and bronchial epithelial cell shedding in asthma.
Chronic lesions of allergic reactions are characterized by infiltration of
Th1 and Th17 cells. This is important because Th1 cytokines such as IFN-­
γ can potentiate the function of allergic inflammatory effector cells such as
eosinophils, thereby contributing to disease severity. Th17 and Th22 cells
link the immune response to tissue inflammation; IL-­17A and IL-­17F and
IL-­22 are their respective prototype cytokines. Although both T-­helper cell
subsets play roles in immune defense to extracellular bacteria, IL-­17 augments inflammation, whereas IL-­22 plays a tissue-­protective role. Cytokines in the IL-­17 family act on multiple cell types, including epithelial cells
and APCs, to cause the release of chemokines, antimicrobial peptides, and
proinflammatory cytokines to enhance inflammation and antimicrobial
responses. In addition, Th9 cells produce IL-­9, but not other typical Th1,
Th2, and Th17 cytokines, and constitute a distinct population of effector T
cells that promotes tissue inflammation. Figure 182.3 depicts the complex
cytokine cascades involving Th1, Th2, Th9, Th17, and Th22 cells.
Tregs are a subset of T cells thought to play a critical role in expression of allergic and autoimmune diseases. These cells have the ability to
suppress effector T cells of Th1, Th2, Th9, Th17, and Th22 phenotypes
(Fig. 182.4). Tregs express CD4+CD25+ surface molecules and immunosuppressive cytokines such as IL-­10, IL-­35, and transforming growth
factor-­β (TGF-­β1). The forkhead box/winged-­helix transcription factor
gene FOXP3 is expressed specifically by CD4+CD25+ Tregs and programs their development and function. Adoptive transfer of Tregs inhibits the development of airway eosinophilia and protects against airway
hyperreactivity in animal models of asthma. T-­cell response to allergens
in healthy individuals shows a wide range, from no detectable response
to involvement of active peripheral tolerance mechanisms mediated by
different subsets of Tregs. Individuals who are not allergic even though
they are exposed to high doses of allergens, such as beekeepers and cat
Polarization
signals",growth|apoptosis|necrosis|inflammation|disease|dermatitis|development,Growth and Development,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
183,Chapter Unknown,General,9250,"Th22, and follicular helper (TFH) effector subsets. Their differentiation requires cytokines and other cofactors that are released from DCs and also
expressed in the micromilieu. T-­cell activation in the presence of interleukin-­4 (IL-­4) enhances differentiation and clonal expansion of Th2 cells, perpetuating the allergic response. IFN-­γ, Interferon-­γ; TGF-­β, transforming growth factor-­β. (From Akdis M, Palomares O, van de Veen W, et al. TH17
and TH22 cells: A confusion of antimicrobial response with tissue inflammation versus protection. J Allergy Clin Immunol. 2012;129:1438–1449.)",inflammation|growth,Growth and Development,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
184,Chapter Unknown,General,9300,"Downloaded for mohamed ahmed (dr.mms2020@gmail.com) at University of Southern California from ClinicalKey.com by Elsevier on
April 21, 2024. For personal use only. No other uses without permission. Copyright ©2024. Elsevier Inc. All rights reserved.",general pediatrics,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
185,Chapter Unknown,General,9350,"u Allergy and the Immunologic Basis of Atopic Disease
on monocytes/macrophages is less clear, although under certain conditions it apparently can also facilitate antigen capture. Cross linking of
FcεRII, as well as FcεRI, on monocytes/macrophages leads to the release
of inflammatory mediators. There is a critical role for DCs in induction
of oral tolerance; tolerogenic DCs are compartmentalized within the
mucosa and present antigen through a mechanism designed to produce
a Th1/Treg-­suppressive response that ablates allergen-­specific T cells.",disease,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
186,Chapter 174,of tyrosine kinases responsible for positive and negative regulation of,9400,"The acute allergic response depends on IgE and its ability to bind selectively to the α chain of the high-­affinity FcεRI or the low-­affinity FcεRII
(CD23). Cross linking of receptor-­bound IgE molecules by allergen initiates a complex intracellular signaling cascade, followed by the release
of various mediators of allergic inflammation from mast cells and
basophils. The FcεRI molecule is also found on the surface of antigen-­
presenting DCs (e.g., Langerhans cells), but differs from the structure
found on mast cells/basophils in that the FcεRI molecule found on DCs
lacks the β chain. CD23 is found on B cells, eosinophils, platelets, and
DCs. Cross linking and FcεRI aggregation on mast cells and basophils
can also lead to anaphylaxis (see Chapter 174). Differential expression
of tyrosine kinases responsible for positive and negative regulation of
mast cell/basophil degranulation are thought to be responsible for this
aberrant allergic response.
The induction of IgE synthesis requires two major signals. The first signal (signal 1) initiates IL-­4 or IL-­13 activation of germline transcription at
the ε Ig locus, which dictates isotype specificity. The second signal (signal
2) involves the engagement of CD40 on B cells by CD40 ligand expressed
on T cells. This engagement results in activation of the recombination
machinery, resulting in DNA switch recombination. Interactions between
several co-­stimulatory molecule pairs (CD28 and B7; lymphocyte function–associated antigen-­1 and intercellular adhesion molecule-­1; CD2 and
CD58) can further amplify signal 1 and signal 2 to enhance IgE synthesis.
Factors that inhibit IgE synthesis include Th1-­type cytokines (IL-­12, IFN-­
α, IFN-­γ), IL-­10 from Tregs, Breg cells, and regulatory DCs and microbial
DNA containing CpG (cytosine-­phosphate-­guanine) repeats.",inflammation,General Pediatrics,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
187,Chapter Unknown,General,9450,"Allergic diseases are characterized by peripheral blood and tissue eosinophilia. Eosinophils participate in both innate and adaptive immune
responses and, like mast cells, contain dense intracellular granules that
are sources of inflammatory proteins (see Fig. 169.1). These granule
proteins include major basic protein, eosinophil-­derived neurotoxin,
peroxidase, and cationic protein. Eosinophil granule proteins damage
epithelial cells, induce airway hyperresponsiveness, and cause degranulation of basophils and mast cells. Major basic protein released from
eosinophils can bind to an acidic moiety on the M2 muscarinic receptor
and block its function, thereby leading to increased acetylcholine levels
and the development of increased airway hyperreactivity. Eosinophils
are also a rich source of prostaglandins and leukotrienes (LTs); in particular, cysteinyl LT C4 contracts airway smooth muscle and increases
vascular permeability. Other secretory products of eosinophils include
cytokines (IL-­4, IL-­5, TNF-­α), proteolytic enzymes, and ROIs, all of
which significantly enhance allergic tissue inflammation.
Several cytokines regulate the function of eosinophils in allergic disease. Eosinophils develop and mature in the bone marrow from myeloid
precursor cells activated by IL-­3, IL-­5, and granulocyte-­macrophage
colony-­
stimulating factor (GM-­
CSF). Allergen exposure of allergic
patients causes resident hematopoietic CD34 cells to express the IL-­5
receptor. The IL-­5 receptor activation induces eosinophil maturation,
causing eosinophils to synthesize granule proteins, prolonging their
survival, potentiating degranulation of eosinophils, and stimulating
release of eosinophils from the bone marrow. GM-­CSF also enhances
proliferation, cell survival, cytokine production, and degranulation of
eosinophils. Certain chemokines, such as RANTES (regulated on activation, normal T-­cell expressed and secreted), macrophage inflammatory
protein-­1α (MIP-­1α), and eotaxins are important for recruiting eosinophils into local allergic tissue inflammatory reactions. Eotaxins mobilize
IL-­5–dependent eosinophil colony–forming progenitor cells from the
bone marrow. These progenitors are rapidly cleared from the blood and
either return to the bone marrow or are recruited to inflamed tissue sites.",inflammation|disease|development,Growth and Development,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
188,Chapter Unknown,General,9500,"Asthma
AB13BP, ACO1,
ATG3, BTNL2, C11orf71, C1orf100,
C5orf56, CDHR3,CDK2,CHCHD9, COL22A1,
CRB1, CRCT1, CTNNA3, DENND1B, EDIL3, FAM19A2
GAB1, GSDMA, HPSE2, IGSF3, IKZF4, IL15RA, IL2RA,
IL2RB, IL5RA, IL6R, KIAA1271, KLF6, KLHL5, LOC338591,
LOC729675, MKLN1, NDFIP1, NOTCH4, ORMDL3, PBX2,
PCDH20, PDE4D, PRKCQ, PRKG1, PSAP, PTHLH, PYHIN1,
RBM17, RORA, SCG3, SIM2, SLC22A5, SLC30A8, SPATS2L,
T, TLE4, TNS1, VAV3, XKR6, XPR1, ZNF432, ZNF614,
ZNF665, ZNF841",general pediatrics,Pulmonology,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
189,Chapter Unknown,General,9550,"lin E (IgE) levels, atopy, and atopic dermatitis, supporting a common genetic element within the mechanisms predisposing individuals toward different allergic disease phenotypes. GWASs have also identified many genes in association with only one allergic disease phenotype; these most likely
represent the tissue-­specific component of each allergic disease (e.g., FLG in the epidermal barrier in atopic dermatitis). More GWASs have been
conducted analyzing genetic variants associated with asthma than with other allergic diseases. In the future it is likely that more risk variants for other
allergic diseases will be identified. Genes reported in more than one GWAS are shown in bold font. The genes reported for SNPs detected to be
significantly associated (P ≤ 1 × 10−5) with each allergic disease phenotype were obtained by searching the National Human Genome Research Institute GWAS catalog. (From Holloway JW. The genetics of allergic disease and asthma. In: Leung DYM, Akdis CA, Bacharier LB, et al., eds. Pediatric
Allergy Principles and Practice. 4th ed. Philadelphia: Elsevier; 2021. Fig. 3.3, p 22.)",disease|pediatric|dermatitis,Pulmonology,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
190,Chapter Unknown,General,9600,"DPP10 (dipeptidyl peptidase 10 on chromosome 2q14). The functions of these genes do not fit into classical pathways of atopy and
therefore provide new insights into asthma pathogenesis. GPRA
encodes a G-­protein–coupled receptor, with isoforms expressed in
bronchial epithelial cells and smooth muscle in asthmatic persons,
suggesting an important role for these tissues in asthma. ADAM-­
33 is expressed in bronchial smooth muscle and has been linked
to bronchial hyperresponsiveness. DPP10 encodes a dipeptidyl
dipeptidase that can remove the terminal 2 peptides from certain
proinflammatory chemokines, a change that may modulate allergic
inflammation.",inflammation,Pulmonology,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
191,Chapter Unknown,General,9650,"u Allergy and the Immunologic Basis of Atopic Disease
Bibliography
Akdis CA. Does the epithelial barrier hypothesis explain the increase in allergy, autoimmunity and other chronic conditions? Nat Rev Immunol. 2021;32(22):749–751.
Akdis CA, Arkwright PD, Brüggen MC, et al. Type 2 immunity in the skin and lungs.
Allergy. 2020;75(7):1582–1605.
Bachert C, Akdis CA. Phenotypes and emerging endotypes of chronic rhinosinusitis.
J Allergy Clin Immunol Pract. 2016;4(4):621–628.
Celebi Sözener Z, Cevhertas L, Nadeau K, Akdis M, Akdis CA. Environmental factors
in epithelial barrier dysfunction. J Allergy Clin Immunol. 2020;145(6):1517–1528.
Cevhertas L, Ogulur I, Maurer DJ, et al. Advances and recent developments in asthma in 2020. Allergy. 2020;75(12):3124–3146.
Kortekaas Krohn I, Shikhagaie MM, Golebski K, et al. Emerging roles of innate lymphoid cells in inflammatory diseases: Clinical implications. Allergy.
2018;73(4):837–850.
Kuo IH, Yoshida T, De Benedetto A, et al. The cutaneous innate immune response in
patients with atopic dermatitis. J Allergy Clin Immunol. 2013;131:266–278.
Liu AH, Anderson 3rd WC, Dutmer CM, et al. Advances in asthma 2015: across the
lifespan. J Allergy Clin Immunol. 2016;138(2):397–404.
Mjösberg J, Spits H. Human innate lymphoid cells. J Allergy Clin Immunol.
2016;138(5):1265–1276.",rhinosinusitis|disease|dermatitis|development,Growth and Development,Pediatric,2025-07-21T09:57:47.362495Z,2025-07-21T09:57:47.362495Z
